input,output
Do you have a Ikea BASTIS Lint Roller Refill for under 599.0?,"product name: Ikea BASTIS Lint Roller Refill, price: 599.0"
"Can you find me a Havells 900mm Enticer Energy Saving Ceiling Fan (Espresso Brown Copper, Pack of 1) for a price below 6395.0?","product name: Havells 900mm Enticer Energy Saving Ceiling Fan (Espresso Brown Copper, Pack of 1), price: 6395.0"
Please help me find a TEXUM TX-500 high Pressure Washer Machine with Max Pressure (180 to 210) bar and Motive Power 2.4 Kw for Washing car Bike ... that costs below 18999.0.,"product name: TEXUM TX-500 high Pressure Washer Machine with Max Pressure (180 to 210) bar and Motive Power 2.4 Kw for Washing car Bike ..., price: 18999.0"
"I would like to get a YOUR MART Popcorn Maker Machine,1200W Hot Air Popcorn Popper Maker with Top Lid, 2 Minutes Fast Electric Popcorn Poppers, .... The cost should not exceed 1999.0.","product name: YOUR MART Popcorn Maker Machine,1200W Hot Air Popcorn Popper Maker with Top Lid, 2 Minutes Fast Electric Popcorn Poppers, ..., price: 1999.0"
Is there any Absorbia Moisture Absorber|Absorbia Classic (300g X 12 Box)-Season XL pack of 12|Absorbs 600ml each | Dehumidifiers for Wa... available for less than 2268.0?,"product name: Absorbia Moisture Absorber|Absorbia Classic (300g X 12 Box)-Season XL pack of 12|Absorbs 600ml each | Dehumidifiers for Wa..., price: 2268.0"
I would like to get a bizwiz ORBIT HOUSE Dust Cover Dust-proof Waterproof Electric Fan Protective Cover for Pedestal Fan Floor Fan Table Fan (Co.... The cost should not exceed 599.0.,"product name: bizwiz ORBIT HOUSE Dust Cover Dust-proof Waterproof Electric Fan Protective Cover for Pedestal Fan Floor Fan Table Fan (Co..., price: 599.0"
I'm looking to buy a Morphy Richards Senora 1000-Watt Dry Iron (White). My budget is under 999.0.,"product name: Morphy Richards Senora 1000-Watt Dry Iron (White), price: 999.0"
"Can you find me a Prestige Aluminium Omega Select Plus IB Non-Stick Fry Pan, 20 cm, Black, Medium for a price below 770.0?","product name: Prestige Aluminium Omega Select Plus IB Non-Stick Fry Pan, 20 cm, Black, Medium, price: 770.0"
"Please help me find a Macmillan Aquafresh 5 Micron PS-05 10"" in PP Spun Filter Candle Set for All Type RO Water Purifier 10 inch (4) that costs below 1499.0.","product name: Macmillan Aquafresh 5 Micron PS-05 10"" in PP Spun Filter Candle Set for All Type RO Water Purifier 10 inch (4), price: 1499.0"
Can you find me a Bajaj mixer Grinder Chutney jar 0.4 L (Steel Black) for a price below 998.0?,"product name: Bajaj mixer Grinder Chutney jar 0.4 L (Steel Black), price: 998.0"
"Is there any REAL LIFE SOLUTION Quick Connector and Water Filter Pressure Washer Accessory Suitable for Black & Decker, Bosch available for less than 899.0?","product name: REAL LIFE SOLUTION Quick Connector and Water Filter Pressure Washer Accessory Suitable for Black & Decker, Bosch, price: 899.0"
I'm interested in buying a Black liger Micro Fibre mesh Compatible with Pureit Classic 23 Ltrs/Autofill 23 Ltrs. It should be priced under 495.0.,"product name: Black liger Micro Fibre mesh Compatible with Pureit Classic 23 Ltrs/Autofill 23 Ltrs, price: 495.0"
"Please help me find a Haier 190 L 3 Star Single Door Refrigerator (HED-203DS-P, Dazzle Steel,2023 Model) that costs below 19990.0.","product name: Haier 190 L 3 Star Single Door Refrigerator (HED-203DS-P, Dazzle Steel,2023 Model), price: 19990.0"
I'm interested in buying a Bajaj Majesty Juicer Motor Pulp Collector (500 W). It should be priced under 3300.0.,"product name: Bajaj Majesty Juicer Motor Pulp Collector (500 W), price: 3300.0"
I need a KI 5 Meter Waste water Drain Outlet Pipe / Washing machine Outlet Hose Pipe-White (Pack of 1). It should cost less than 349.0.,"product name: KI 5 Meter Waste water Drain Outlet Pipe / Washing machine Outlet Hose Pipe-White (Pack of 1), price: 349.0"
"I need a Nayasa Flower Piece Plastic Laundry Basket, Khaki. It should cost less than 1355.0.","product name: Nayasa Flower Piece Plastic Laundry Basket, Khaki, price: 1355.0"
Is there any SAMEER Ventilation Fan 8 Inch(200mm) available for less than 1300.0?,"product name: SAMEER Ventilation Fan 8 Inch(200mm), price: 1300.0"
I want to purchase a M A Sale Mart Spin Cap Suitable For Whirlpool Washing Machine | Dryer Cover / Lid Compatible For Whirlpool Size 25.5cm / 1.... The price should be no more than 699.0.,"product name: M A Sale Mart Spin Cap Suitable For Whirlpool Washing Machine | Dryer Cover / Lid Compatible For Whirlpool Size 25.5cm / 1..., price: 699.0"
"Can you find me a HIRU Fan Regulator - Fancy 7 Step Fan Regulator for Home & Office (Non Modular, Pack of 2) for a price below 349.0?","product name: HIRU Fan Regulator - Fancy 7 Step Fan Regulator for Home & Office (Non Modular, Pack of 2), price: 349.0"
I would like to get a justone choice™ Printed Air Conditioning Dust Cover Folding Designer Ac Cover for Indoor Split Ac 1.5 ton (97 x 31 x 21 .5.... The cost should not exceed 799.0.,"product name: justone choice™ Printed Air Conditioning Dust Cover Folding Designer Ac Cover for Indoor Split Ac 1.5 ton (97 x 31 x 21 .5..., price: 799.0"
"I want to purchase a Prestige Hard Anodised Cookware Lifetime Induction Base Sauce Pan, 20cm, Black. The price should be no more than 1940.0.","product name: Prestige Hard Anodised Cookware Lifetime Induction Base Sauce Pan, 20cm, Black, price: 1940.0"
I need a HAVAI Honeycomb Pad - Set of 3 - for Bajaj DC 55 DLX Desert Cooler. It should cost less than 1499.0.,"product name: HAVAI Honeycomb Pad - Set of 3 - for Bajaj DC 55 DLX Desert Cooler, price: 1499.0"
Can you find me a Lithara Waterproof Printed AC Cover for Split AC 1.5 Ton Indoor Unit | All Weather Cover | Elastic Stretchable | (Design21... for a price below 799.0?,"product name: Lithara Waterproof Printed AC Cover for Split AC 1.5 Ton Indoor Unit | All Weather Cover | Elastic Stretchable | (Design21..., price: 799.0"
"I need a Primelife 2 in 1 Full Automatic Non-Electric Dough Maker Atta Maker Machine for Kitchen Roti Home (Multicolour, 17x17x12 cm). It should cost less than 999.0.","product name: Primelife 2 in 1 Full Automatic Non-Electric Dough Maker Atta Maker Machine for Kitchen Roti Home (Multicolour, 17x17x12 cm), price: 999.0"
"Please help me find a Luminous Eco Watt Neo 1050 Square Wave 900VA/12V Inverter for Home, Office and Shops that costs below 7000.0.","product name: Luminous Eco Watt Neo 1050 Square Wave 900VA/12V Inverter for Home, Office and Shops, price: 7000.0"
I'm looking to buy a InstaCuppa French Press Coffee Maker 600 ML Glass Carafe Replacement. My budget is under 599.0.,"product name: InstaCuppa French Press Coffee Maker 600 ML Glass Carafe Replacement, price: 599.0"
"Is there any WaterScience IRIS Washing Machine Filter for Hard Water Softening & Conditioning - Protects from Limescales, Hard Water an... available for less than 845.0?","product name: WaterScience IRIS Washing Machine Filter for Hard Water Softening & Conditioning - Protects from Limescales, Hard Water an..., price: 845.0"
"Please help me find a QemiQ Retail® - ""Chutney Mixer grinder jar""- Compatible for Preethi, Pigeon , Sumeet ,Orient, Bajaj , jyothi, Crompton , p... that costs below 799.0.","product name: QemiQ Retail® - ""Chutney Mixer grinder jar""- Compatible for Preethi, Pigeon , Sumeet ,Orient, Bajaj , jyothi, Crompton , p..., price: 799.0"
"I wish to buy a DOUBLE R BAGS Sewing Machine Cloth Cover with Storage Pockets, Stitching Machine Silai Machine Compatible with Most Standa.... My price limit is 1299.0.","product name: DOUBLE R BAGS Sewing Machine Cloth Cover with Storage Pockets, Stitching Machine Silai Machine Compatible with Most Standa..., price: 1299.0"
I'm interested in buying a Sure from Forbes Wet & Dry Zest Multipurpose Vacuum Cleaner with High Power Suction & Blower|7 litres Tank Capacity|From E.... It should be priced under 6999.0.,"product name: Sure from Forbes Wet & Dry Zest Multipurpose Vacuum Cleaner with High Power Suction & Blower|7 litres Tank Capacity|From E..., price: 6999.0"
I'm looking to buy a Stylista Washing Machine Cover Compatible for Samsung 10 kg Fully-Automatic Top Loading Washing Machine WA10M5120SG/TL Flo.... My budget is under 999.0.,"product name: Stylista Washing Machine Cover Compatible for Samsung 10 kg Fully-Automatic Top Loading Washing Machine WA10M5120SG/TL Flo..., price: 999.0"
"Please help me find a Home Store India Round Non Woven Fabric Foldable Laundry Basket, Cloth Storage Basket With Handles,45 Ltr (Pack of 1, Blac... that costs below 999.0.","product name: Home Store India Round Non Woven Fabric Foldable Laundry Basket, Cloth Storage Basket With Handles,45 Ltr (Pack of 1, Blac..., price: 999.0"
"I'm interested in buying a Karcher Filter Bag Fleece PVC Set Packaged 4X for Mv4, Mv5 & Mv6 Vacuum Cleaners, Standard(KAR28630060, White). It should be priced under 1476.0.","product name: Karcher Filter Bag Fleece PVC Set Packaged 4X for Mv4, Mv5 & Mv6 Vacuum Cleaners, Standard(KAR28630060, White), price: 1476.0"
"I'm looking to buy a Divinext Stainless Steel Espresso Coffee Maker/Percolator Coffee Moka Pot Maker,8.07 x 4.92 x 3.94 in,Silver. My budget is under 1199.0.","product name: Divinext Stainless Steel Espresso Coffee Maker/Percolator Coffee Moka Pot Maker,8.07 x 4.92 x 3.94 in,Silver, price: 1199.0"
I need a Clearline Stainless Steel Food Warmer (Silver). It should cost less than 5645.0.,"product name: Clearline Stainless Steel Food Warmer (Silver), price: 5645.0"
I wish to buy a Usha Bloom Magnolia 1250mm wattage 78 Goodbye Dust Ceiling Fan with Anti Dust Feature(Sparkle Grey and Blue). My price limit is 3775.0.,"product name: Usha Bloom Magnolia 1250mm wattage 78 Goodbye Dust Ceiling Fan with Anti Dust Feature(Sparkle Grey and Blue), price: 3775.0"
"I want to purchase a Maharaja Whiteline Speedmix Super Plus Hand Blender, 250W, Duraforce advanced blade technology, 800ml multi-purpose jar, C.... The price should be no more than 1549.0.","product name: Maharaja Whiteline Speedmix Super Plus Hand Blender, 250W, Duraforce advanced blade technology, 800ml multi-purpose jar, C..., price: 1549.0"
I would like to get a Irkaja 1.5 Meter Fully & Semi Automatic Washing Machine Outlet Drain Hose Pipe/Extension Pipe (1.5 Meter). The cost should not exceed 249.0.,"product name: Irkaja 1.5 Meter Fully & Semi Automatic Washing Machine Outlet Drain Hose Pipe/Extension Pipe (1.5 Meter), price: 249.0"
"Can you find me a Preethi Glitter Electric Cooker, 2.2 Liters with Double Pan – White & Blue, (RC326) for a price below 4469.0?","product name: Preethi Glitter Electric Cooker, 2.2 Liters with Double Pan – White & Blue, (RC326), price: 4469.0"
Do you have a chetanoring pack of 25 pcs Assortment oring Samples Mix kit seals rings hydrulic pump plumbing compressor washer car cycle... for under 499.0?,"product name: chetanoring pack of 25 pcs Assortment oring Samples Mix kit seals rings hydrulic pump plumbing compressor washer car cycle..., price: 499.0"
Please help me find a Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Clean Purifier Filter Cartridge Fi... that costs below 999.0.,"product name: Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Clean Purifier Filter Cartridge Fi..., price: 999.0"
I'm looking to buy a Alstorm Chimney Pipe Cowel 6 Inch Hole Size Stainless Steel. My budget is under 1990.0.,"product name: Alstorm Chimney Pipe Cowel 6 Inch Hole Size Stainless Steel, price: 1990.0"
"Can you find me a QemiQ Retail® - ""Motor coupler's"" -Suitable for- Preethi, Bajaj, Crompton, Lifelong, Murphy Richard, Usha, Pigeon, Kensta... for a price below 675.0?","product name: QemiQ Retail® - ""Motor coupler's"" -Suitable for- Preethi, Bajaj, Crompton, Lifelong, Murphy Richard, Usha, Pigeon, Kensta..., price: 675.0"
I'm interested in buying a LONGWAY Starlite-1 600mm/24 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 850 RPM with 3 Year Warranty (Si.... It should be priced under 2681.0.,"product name: LONGWAY Starlite-1 600mm/24 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 850 RPM with 3 Year Warranty (Si..., price: 2681.0"
Can you find me a Irkaja 8 Meter Front & Top Load Washing Machine Flexible Water Inlet/Inflow Hose Pipe/Tube with Lock Type Tap Adapter/Conn... for a price below 1299.0?,"product name: Irkaja 8 Meter Front & Top Load Washing Machine Flexible Water Inlet/Inflow Hose Pipe/Tube with Lock Type Tap Adapter/Conn..., price: 1299.0"
I wish to buy a Irkaja 1 Meter Top Load Fully & Semi Automatic Washing Machine Flexible Outlet Drain Hose Pipe/Extension Pipe (1 Meter). My price limit is 249.0.,"product name: Irkaja 1 Meter Top Load Fully & Semi Automatic Washing Machine Flexible Outlet Drain Hose Pipe/Extension Pipe (1 Meter), price: 249.0"
I'm looking to buy a Kuber Industries Fridge Top Cover|PVC Dustproof Decorative Refrigerator Cover|Geometric Pattern with 6 Utility Pockets (Gray). My budget is under 149.0.,"product name: Kuber Industries Fridge Top Cover|PVC Dustproof Decorative Refrigerator Cover|Geometric Pattern with 6 Utility Pockets (Gray), price: 149.0"
I'm looking to buy a Braun Multiquick MQ100 450-Watt Hand Blender. My budget is under 5999.0.,"product name: Braun Multiquick MQ100 450-Watt Hand Blender, price: 5999.0"
I want to purchase a VOLKES Mini Blender Fruit Mixer Machine Portable Electric Juicer grinder Cup 380ML Juice Maker Juicer Bottle USB Rechargea.... The price should be no more than 699.0.,"product name: VOLKES Mini Blender Fruit Mixer Machine Portable Electric Juicer grinder Cup 380ML Juice Maker Juicer Bottle USB Rechargea..., price: 699.0"
"I'm looking to buy a Lovely Solar Fan® DC 12Volt 24Watt 12"" SanChi Pedestal Fan (2 Speed, Blue & White). My budget is under 1999.0.","product name: Lovely Solar Fan® DC 12Volt 24Watt 12"" SanChi Pedestal Fan (2 Speed, Blue & White), price: 1999.0"
"I want to purchase a Dyson Purifier Cool Formaldehyde Air Purifier (Advanced Technology), HEPA + Catalytic Oxidation Filter, Wi-Fi Enabled, TP0.... The price should be no more than 56900.0.","product name: Dyson Purifier Cool Formaldehyde Air Purifier (Advanced Technology), HEPA + Catalytic Oxidation Filter, Wi-Fi Enabled, TP0..., price: 56900.0"
I would like to get a Verilux® 2L Humidifier for Room Moisture 28dB Silent Humidifier for Plants Indoor Household Ultrasonic Cool Mist Humidifie.... The cost should not exceed 1893.0.,"product name: Verilux® 2L Humidifier for Room Moisture 28dB Silent Humidifier for Plants Indoor Household Ultrasonic Cool Mist Humidifie..., price: 1893.0"
"I'm looking to buy a Allin Exporters DT-505LW Plastic Purify Ionize Spread Aroma Ultrasonic Humidifier with Wireless Remote (White, 500ml). My budget is under 3250.0.","product name: Allin Exporters DT-505LW Plastic Purify Ionize Spread Aroma Ultrasonic Humidifier with Wireless Remote (White, 500ml), price: 3250.0"
Do you have a Electronic Spices Small 8025 3 Inch (80x80x25mm) Brushless 12v Dc Exhaust Cooling Fan Single Piece for under 199.0?,"product name: Electronic Spices Small 8025 3 Inch (80x80x25mm) Brushless 12v Dc Exhaust Cooling Fan Single Piece, price: 199.0"
Please help me find a Stylista Washing Machine Cover Compatible for Whirlpool 7.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine with in-... that costs below 999.0.,"product name: Stylista Washing Machine Cover Compatible for Whirlpool 7.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine with in-..., price: 999.0"
"Please help me find a Dyson V15 Detect Extra Cord-free Vacuum Cleaner, Prussian Blue/Bright Copper (Offer - Add Pet Grooming Kit and/or Car Clea... that costs below 65900.0.","product name: Dyson V15 Detect Extra Cord-free Vacuum Cleaner, Prussian Blue/Bright Copper (Offer - Add Pet Grooming Kit and/or Car Clea..., price: 65900.0"
I would like to get a ACTIVA 1 LTR INSTANT 3 KVA SPECIAL ANTI RUST COATED TANK GEYSER WITH FULL ABS BODY WITH 5 YEAR WARRANTY PREMIUM (WHITE). The cost should not exceed 2990.0.,"product name: ACTIVA 1 LTR INSTANT 3 KVA SPECIAL ANTI RUST COATED TANK GEYSER WITH FULL ABS BODY WITH 5 YEAR WARRANTY PREMIUM (WHITE), price: 2990.0"
"I'm interested in buying a Purifit 15 Stage Black Shower Filter Cartridge to Remove Hard Water and Chlorine for Showers and Taps- Plastic Material, W.... It should be priced under 999.0.","product name: Purifit 15 Stage Black Shower Filter Cartridge to Remove Hard Water and Chlorine for Showers and Taps- Plastic Material, W..., price: 999.0"
